"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT13","WT16","WT17","WT18","WT19","WT22"
"USW00003936","MANHATTAN ASOS, KS US","1996-07-20",,,,,,,,,"91","72",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-07-21",,,,,,,,,"85","70",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-07-22",,,,,,,,,"88","64",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-07-23",,,,,,,,,"89","59",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-07-24",,,,,,,,,"86","61",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-07-25",,,,,,,,,"85","55",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-07-26",,,,,,,,,"77","61",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-07-27",,,,,,,,,"86","60",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-07-28",,,,,,,,,"91","66",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-07-29",,,,,,,,,"90","63",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-07-30",,,,,,,,,"84","57",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-07-31",,,,,,,,,"82","60",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-01",,,,,,,,,"80","62",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-02",,,,,,,,,"85","61",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-03",,,,,,,,,"93","67",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-04",,,,,,,,,"100","75",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-05",,,,,,,,,"91","66",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-06",,,,,,,,,"100","77",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-07",,,,,,,,,"85","64",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-08",,,,,,,,,"84","58",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-09",,,,,,,,,"85","54",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-10",,,,,,,,,"72","61",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-11",,,,,,,,,"75","58",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-12",,,,,,,,,"82","54",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-13",,,,,,,,,"86","55",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-14",,,,,,,,,"82","57",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-15",,,,,,,,,"88","64",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-16",,,,,,,,,"84","64",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-17",,,,,,,,,"78","66",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-18",,,,,,,,,"85","69",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-19",,,,,,,,,"94","66",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-20",,,,,,,,,"86","64",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-21",,,,,,,,,"90","69",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-22",,,,,,,,,"86","70",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-23",,,,,,,,,"83","65",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-24",,,,,,,,,"83","60",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-25",,,,,,,,,"85","63",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-26",,,,,,,,,"86","60",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-27",,,,,,,,,"87","62",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-28",,,,,,,,,"87","62",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-29",,,,,,,,,"87","62",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-30",,,,,,,,,"85","60",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-08-31",,,,,,,,,"85","60",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-01",,,,,,,,,"85","66",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-02",,,,,,,,,"86","60",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-03",,,,,,,,,"88","63",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-04",,,,,,,,,"89","59",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-05",,,,,,,,,"89","65",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-06",,,,,,,,,"89","62",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-07",,,,,,,,,"86","64",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-08",,,,,,,,,"81","52",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-09",,,,,,,,,"87","48",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-10",,,,,,,,,"91","49",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-11",,,,,,,,,"90","55",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-12",,,,,,,,,"74","48",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-13",,,,,,,,,"73","43",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-14",,,,,,,,,"64","49",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-15",,,,,,,,,"59","56",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-16",,,,,,,,,"71","50",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-17",,,,,,,,,"77","47",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-18",,,,,,,,,"69","55",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-19",,,,,,,,,"70","51",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-20",,,,,,,,,"72","44",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-21",,,,,,,,,"80","43",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-22",,,,,,,,,"86","48",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-23",,,,,,,,,"82","55",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-24",,,,,,,,,"71","44",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-25",,,,,,,,,"66","48",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-26",,,,,,,,,"63","46",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-27",,,,,,,,,"63","41",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-28",,,,,,,,,"71","34",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-29",,,,,,,,,"82","43",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-09-30",,,,,,,,,"80","52",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-01",,,,,,,,,"80","58",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-02",,,,,,,,,"63","44",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-03",,,,,,,,,"65","39",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-04",,,,,,,,,"74","45",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-05",,,,,,,,,"78","44",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-06",,,,,,,,,"76","54",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-07",,,,,,,,,"64","43",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-08",,,,,,,,,"68","36",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-09",,,,,,,,,"71","41",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-10",,,,,,,,,"61","37",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-11",,,,,,,,,"75","42",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-12",,,,,,,,,"80","54",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-13",,,,,,,,,"87","51",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-14",,,,,,,,,"84","56",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-15",,,,,,,,,"75","50",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-16",,,,,,,,,"82","64",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-17",,,,,,,,,"72","42",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-18",,,,,,,,,"58","34",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-19",,,,,,,,,"72","45",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-20",,,,,,,,,"74","53",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-21",,,,,,,,,"53","40",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-22",,,,,,,,,"45","33",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-23",,,,,,,,,"67","31",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-24",,,,,,,,,"72","34",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-25",,,,,,,,,"74","54",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-26",,,,,,,,,"78","52",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-27",,,,,,,,,"56","44",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-28",,,,,,,,,"61","44",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-29",,,,,,,,,"68","47",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-30",,,,,,,,,"47","34",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-10-31",,,,,,,,,"41","26",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-01",,,,,,,,,"51","34",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-02",,,,,,,,,"49","22",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-03",,,,,,,,,"63","26",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-04",,,,,,,,,"52","43",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-05",,,,,,,,,"63","41",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-06",,,,,,,,,"61","32",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-07",,,,,,,,,"56","29",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-08",,,,,,,,,"48","31",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-09",,,,,,,,,"54","25",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-10",,,,,,,,,"37","27",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-11",,,,,,,,,"38","27",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-12",,,,,,,,,"37","28",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-13",,,,,,,,,"34","30",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-14",,,,,,,,,"37","29",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-15",,,,,,,,,"58","38",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-16",,,,,,,,,"60","28",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-17",,,,,,,,,"37","22",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-18",,,,,,,,,"48","25",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-19",,,,,,,,,"57","32",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-20",,,,,,,,,"44","40",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-21",,,,,,,,,"42","32",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-22",,,,,,,,,"49","34",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-23",,,,,,,,,"53","22",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-24",,,,,,,,,"26","18",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-25",,,,,,,,,"34","18",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-26",,,,,,,,,"32","14",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-27",,,,,,,,,"39","19",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-28",,,,,,,,,"53","18",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-29",,,,,,,,,"43","37",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-11-30",,,,,,,,,"38","30",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-01",,,,,,,,,"46","22",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-02",,,,,,,,,"43","24",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-03",,,,,,,,,"43","22",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-04",,,,,,,,,"48","22",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-05",,,,,,,,,"46","22",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-06",,,,,,,,,"52","24",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-07",,,,,,,,,"53","23",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-08",,,,,,,,,"51","20",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-09",,,,,,,,,"60","27",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-10",,,,,,,,,"62","25",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-11",,,,,,,,,"43","29",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-12",,,,,,,,,"54","24",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-13",,,,,,,,,"62","26",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-14",,,,,,,,,"50","31",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-15",,,,,,,,,"39","12",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-16",,,,,,,,,"39","10",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-17",,,,,,,,,"21","9",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-18",,,,,,,,,"16","3",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-19",,,,,,,,,"16","-5",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-20",,,,,,,,,"40","-7",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-21",,,,,,,,,"42","30",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-22",,,,,,,,,"33","22",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-23",,,,,,,,,"22","6",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-24",,,,,,,,,"19","2",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-25",,,,,,,,,"32","7",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-26",,,,,,,,,"17","7",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-27",,,,,,,,,"43","12",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-28",,,,,,,,,"49","17",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-29",,,,,,,,,"37","11",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-30",,,,,,,,,"60","14",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1996-12-31",,,,,,,,,"35","21",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-01",,,,,,,,,"60","33",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-02",,,,,,,,,"63","30",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-03",,,,,,,,,"68","32",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-04",,,,,,,,,"51","31",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-05",,,,,,,,,"35","20",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-06",,,,,,,,,"37","11",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-07",,,,,,,,,"45","7",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-08",,,,,,,,,"40","19",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-09",,,,,,,,,"36","13",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-10",,,,,,,,,"13","0",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-11",,,,,,,,,"14","-3",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-12",,,,,,,,,"13","0",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-13",,,,,,,,,"20","-3",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-14",,,,,,,,,"24","17",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-15",,,,,,,,,"34","20",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-16",,,,,,,,,"20","0",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-18",,,,,,,,,"48","-3",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-19",,,,,,,,,"59","19",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-20",,,,,,,,,"69","30",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-21",,,,,,,,,"63","35",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-22",,,,,,,,,"48","23",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-23",,,,,,,,,"43","19",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-24",,,,,,,,,"37","16",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-25",,,,,,,,,"17","4",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-26",,,,,,,,,"19","8",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-27",,,,,,,,,"17","0",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-28",,,,,,,,,"32","-7",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-29",,,,,,,,,"44","10",,,,,,,,,,,,,,,,,,,,,
"USW00003936","MANHATTAN ASOS, KS US","1997-01-30",,,,,,,,,"62","9",,,,,,,,,,,,,,,,,,,,,
